,Tweet,Bernie,Sentiment_Bernie,Trump,Sentiment_Trump,Clinton,Sentiment_Clinton,Cruz,Sentiment_Cruz,Sarcastic
549,"RT @dandrezner It's fun when Ted Cruz says something, expects big applause, but then doesn't get it.",0,0,0,0,0,0,1,3,0
550,RT @VIralBuzzNewss Bush Ultimately Finds Concept: He's the Anti-Trump -  https://t.co/Fq4Xsxfkef,0,0,1,3,0,0,0,0,0
551,"3RD MONDAY RALLY!
??Donald Trump Manchester NH??
7 PM EST
#NHPrimary
#VoteTrumpNH
#FITN
#TrumpTrain?????????? 
#Trump2016
https://t.co/B27oLsUjk8",0,0,1,2,0,0,0,0,0
552,RT @philipaklein I'm eating lunch at a Perkins in Des Moines and Bernie Sanders is in the house. https://t.co/iYfCA2LZmH,1,2,0,0,0,0,0,0,0
553,RT @PaiigeNiicole8 She was national co-chair on Hillary's 2008 campaign & she's committing malpractice. #firedebbie #ImNotKiddingMaddi https://t.co/HKWxXX8DtZ,0,0,0,0,1,3,0,0,0
554,"RT @HillaryClinton ""Ending systemic racism requires contributions from all of us†especially those of us who havenêt experienced it ourselves."" †Hillary",0,0,0,0,1,2,0,0,0
555,RT @abedelrey Donald Trump's cousin dragged him through the mud in his obituary https://t.co/NwQxlKLYRu,0,0,1,3,0,0,0,0,0
556,"Clinton, Sanders race takes on angrier tone after Nevada https://t.co/KEHn9KiPs0",1,2,0,0,1,2,0,0,0
557,"Bernie Sanders and Hillary Clinton: Which one of them is poetry, and which is prose? https://t.co/m7jV2kQNf4",1,2,0,0,1,2,0,0,0
558,"@TheLastRefuge2   
 Michael Salvage is outraged, there is no Scaliaês autopsy investigation.  Remember Andrew Breitbart? Where is Ted Cruz?",0,0,0,0,0,0,1,2,0
559,"RT @JFKucinich Rubio says ""Take our country back"" - Clinton rally boos",0,0,0,0,1,2,0,0,0
560,"Don't be a Ted Cruz, bro https://t.co/HBLyNSnmWe",0,0,0,0,0,0,1,3,0
561,RT @ABC ALSO ON @GMA: Pope Francis and Donald Trump trade comments on each other; Trump will be on @GMA this AM. https://t.co/aETH1bx0q8,0,0,1,2,0,0,0,0,0
562,Trump is AUDITED BY THE IRS EVERY YEAR.  These other candidates have probably never been audited.  Nobody's taxes are cleaner than Trump's.,0,0,1,1,0,0,0,0,0
563,RT @SalenaZitoTrib Hillary may or may not have a nun's habit on #NHPrimary https://t.co/J7RILybUUU,0,0,0,0,1,3,0,0,0
564,RT @CNN .@POTUS discusses @realDonaldTrump: 'I continue to believe Mr. Trump will not be president' https://t.co/WYii9uhzNE https://t.co/XVOOWA6rQL,0,0,1,3,0,0,0,0,0
565,RT @PoliticsJim Give 'em everything they want Bernie https://t.co/8UfzVPYTVC,1,1,0,0,0,0,0,0,0
566,RT @mitchellvii Cruz missle test goes pretty much as expected... https://t.co/bLUTDUpFGy,0,0,0,0,0,0,0,0,0
567,"RT @ChristiChat For 15 years I supported & defended GWB

So disappointed he's promoting a Bush dynasty.

NO MORE BUSHES #Jeb

#SCPrimary
#VoteTrumpSC #TRUMP",0,0,1,1,0,0,0,0,0
568,"Sanders: This campaign is about ""transforming America"" https://t.co/lWxpka3o63",1,2,0,0,0,0,0,0,0
569,RT @resurgent Ted Cruz is still the alternative to Donald_Trump https://t.co/OnxNtErQey https://t.co/Oi8y6uopwL,0,0,1,2,0,0,1,2,0
570,RT @AP Latest on Pope: Vatican's message for Trump: Pope Francis is not an instrument of Mexico's immigration policy https://t.co/rAbotve51W,0,0,1,3,0,0,0,0,0
571,Rubio gets boost while Cruz stumbles: https://t.co/DHRw6fc4lW #Elections2016 https://t.co/PuhYBby7yN,0,0,0,0,0,0,1,3,0
572,"RT @FoxNews .@KarlRove: ""[Trump] has no detailed plan...about restoration of the military...& oftentimes has conflicted views."" https://t.co/QYi7mxsGTy",0,0,1,3,0,0,0,0,0
573,RT @mitchellvii Why is everyone surprised Trump lost Iowa?  The RELIGIOUS DUDE ALWAYS wins Iowa.  It's actually a state law.,0,0,1,2,0,0,1,3,1
574,"RT @JudicialWatch BREAKING: New Emails Contradict Court Testimony, Reveal State Dept Searching for Clinton Emails in July 2014: https://t.co/xXInDYyrvE",0,0,0,0,1,3,0,0,0
575,"RT @NerdyWonka Bernie needs to talk to his people. You will not tarnish President Obama's record while asking for our vote.

NOPE

https://t.co/P6U48GGka0",1,3,0,0,0,0,0,0,0
576,Bernie Sanders just surged past Hillary Clinton in a national poll for the first time: https://t.co/TORs0AlAga https://t.co/bnHI48kgtP,1,1,0,0,1,3,0,0,0
577,Why Donald Trump when you can Trump Donald? https://t.co/uqQoJqy9rp  https://t.co/Djxwcluexb #TrumpDonald,0,0,1,3,0,0,0,0,0
578,"For all the effort he put into #SCprimary, Cruz is currently exactly zero counties. https://t.co/CM0xmJLjnU",0,0,0,0,0,0,1,3,0
579,"RT @RosieGray Cruz talking about @BuzzFeedBen story about NYT Trump tape - ""I call on Donald, ask the New York Times to release the tape""",0,0,1,3,0,0,1,2,0
580,"RT @politicalinsidr Ted Cruz: For once, I actually agree with Jimmy Carter https://t.co/oGOcc1Hwkt  #gapol",0,0,0,0,0,0,1,2,0
581,Santa Cruz 5010 C XT mountain Bike Small 2015 - Bid Now! Only $2625.0 https://t.co/DjOKzN5JE8 https://t.co/AYjaxj20c7,0,0,0,0,0,0,0,0,0
582,"RT @PJStrikeForce OMGOOSH. #CRUZ CAUGHT AGAIN!!
#Gowdy Upset After Fake Facebook Page Claims He Switched Endorsement https://t.co/8ZO6qxrCzr via @dailycaller",0,0,0,0,0,0,1,3,0
583,"RT @meanpIastic me: I hate bread
Donald Trump: I hate bread
me: https://t.co/Qs1lxRdYba",0,0,1,3,0,0,0,0,1
584,"He would never say it, but this is Donald Trump's favorite rhetorical device https://t.co/0KoqVlDFhU https://t.co/r5MweVkEc8",0,0,1,2,0,0,0,0,0
585,"RT @LiberatedCit #SECPrimary #DonaldTrump #tcot
NY Post Hillary could lose to Trump in Democratic #NewYork
https://t.co/jJY3rl2VfS https://t.co/AlNpirOz2e",0,0,1,1,1,3,0,0,0
586,"RT @BenWeiserNYT _Weêll drop him like a hot rock"" Riveting @MaggieNYT @jmartNYT @alexburnsnyt piece on Republican stop-Trump mission https://t.co/fQykHDY4h1",0,0,1,3,0,0,0,0,0
587,RT @ibalkhy I do appreciate Sanders referencing the Mossadegh coup. Never heard that before on TV,1,1,0,0,0,0,0,0,0
588,"RT @Morning_Joe .@MikeLupica on Trump: To simply dismiss him as a reality show star, it ignores what this guy has done in business https://t.co/2YmwNePSCI",0,0,1,1,0,0,0,0,0
589,"RT @Nolanelle Cruz policies were copied byTrmp on terror,econjobs,Immigr.&Trmp""spins""values,faith,Const,#2A ,SCOTUS BT #Cruz ProvenRecrd Alrdy!#Sparks",0,0,1,3,0,0,1,1,0
590,"RT @Redistrict So far, so good for Hillary. She's winning Las Vegas's Clark Co. 55%-45%, and only 16% reporting there vs. 51% of rest of Nevada.",0,0,0,0,1,1,0,0,0
591,@jpodhoretz so you know what now with Trump?,0,0,1,2,0,0,0,0,0
592,@BatBond127 @Leann350 @realDonaldTrump Hillary is a big issue also. More than many know.,0,0,1,2,1,3,0,0,0
593,Results of the fifth count are in - Bernie O'Hara IND has been eliminated. #GE16 #Leitrim https://t.co/WigXjQw33V,0,0,0,0,0,0,0,0,0
594,@BernieKosarQB Bernie help me out a big Cleveland sports fan but I don't understand why a site (CST) would block tweets. rodmosley1958 THNKS,0,0,0,0,0,0,0,0,0
595,#RT #Follow Trump strikes reflective tone night before South Carolina primary - CNN https://t.co/q2s9Q0qZoR https://t.co/Jc4AhjVm2p,0,0,1,2,0,0,0,0,0
596,RT @JohnKidd91 @bluejackrussy @ThemanDaryl @HillaryClinton @BernieSanders lets just say this. BERNIE IS A JOKE,1,3,0,0,1,2,0,0,0
597,"RT @alexburnsNYT You do wonder if/when Trump will get around to the ""blaming staff"" and ""blaming opponents' dirty money"" phase",0,0,1,3,0,0,0,0,1
598,How stupid must Trump think African Americans are to say today Blacks will still vote for him even though he is accepting Klan support?,0,0,1,3,0,0,0,0,0
599,"Sanders & Clinton clash at #DemDebate. Plus, plan reached w/ major powers over Syria & best pics of the week in https://t.co/foeTmGcjJ3",1,2,0,0,1,2,0,0,0
600,RT @connellmcshane That'll do it for us in Spartanburg. Luckily I picked up a Trump coloring book to bring back to NY for @CGasparino https://t.co/WCBJmTOrGN,0,0,1,2,0,0,0,0,1
601,RT @dick_nixon And once President Clinton goes off the handle it's extremely difficult to put him back in the box.,0,0,0,0,0,0,0,0,0
602,RT @VickiGP1 Ted Cruz Endorsed by Chaplain Ayesha Kreutz - Frederick Douglass Foundation of New York #CruzCrew #Cruz2016 https://t.co/7N9IG5aU2F,0,0,0,0,0,0,1,2,0
603,RT @SteveForbesCEO How history proves Ted Cruz is right about the gold standard: https://t.co/XvEXgepWIl,0,0,0,0,0,0,1,1,0
604,"RT @finnygo .@marcorubio in TX:""he is not a tough guy..Trump has never punched anyone in the face. He was the first guy to beg for USSS protection!""",0,0,1,3,0,0,0,0,1
605,RT @Nate_Cohn Trump faring best in counties with a large black population (remember it's still ~all white vtrs in those counties) https://t.co/hjWxmq1oyi,0,0,1,2,0,0,0,0,0
606,RT @kujo71 Hillary Clinton skips minority forum crowd chants where is Clinton #FeelTheBern #Bernie2016 https://t.co/P9bmQ12oJ6,1,1,0,0,1,3,0,0,0
607,"Ben Carson: If Cruz Doesnêt Act, «He Clearly Represents D.C. Valuesê https://t.co/ZCjc7YL8Pc",0,0,0,0,0,0,1,3,0
608,Hell Ted Cruz is cringy.,0,0,0,0,0,0,1,3,0
609,Donald Trump Holds His Own Event During GOP Debate: Those networks aired segments of a Donald Trump rally... https://t.co/Twm3EnVR08 #GOP,0,0,1,2,0,0,0,0,0
610,While Chris Rock took it easy on Donald Trump during the Oscars _ Twitter did not https://t.co/R1dYiJa6T5,0,0,1,2,0,0,0,0,0
611,"RT foxandfriends: ""Donald Trump is trying to hijack the Republican Party."" 
-JebBush
https://t.co/CMKWbMjNix",0,0,1,3,0,0,0,0,0
612,"Shorter media: ""There are three tickets out of Iowa. Unless Trump holds one.""",0,0,1,2,0,0,0,0,0
613,"RT @bernie16info You can watch Bernie speak to the press in Boston here in 20 minutes. 

@People4Bernie  https://t.co/VLReqDE66o",1,2,0,0,0,0,0,0,0
614,"RT @littlebytesnews Rubio supported amnesty&sided w Hillary,Obama,McCain&Graham to arm terrorists&overthrow Gadaffi #tcot #NVcaucus https://t.co/BaLjbd0IBG",0,0,0,0,1,2,0,0,0
615,Pro-Cruz S.C. robocalls defends «ourê Confederate flag: https://t.co/BoeK59pJUT https://t.co/4py7mxUDxI,0,0,0,0,0,0,1,2,0
616,Over $11B out of $17.5B has been recovered for Bernie Madoff victims. Is money hidden away? https://t.co/ETOoRzoMzj https://t.co/OnFD6yxiQo,0,0,0,0,0,0,0,0,0
617,"RT #TXPrimary #Trump2016

         TEXAS!!
CRUZ Thinks We're
  STUPID Voters!!I

 Prove HIM Wrong!
VOTE->> #TRUMP!! https://t.co/0VuswVwKqz",0,0,1,1,0,0,1,3,0
618,@SDzzz @NooneOfan @BernieSanders Sanders will support Hillary in the General! His supporters just don't understand political system!,1,2,0,0,1,2,0,0,0
619,"Trump plays the victim card against Hispanic judge.

Oh no, the BIG TALK is coming back to bite him in the ass. https://t.co/S1mX8oj1eE",0,0,1,3,0,0,0,0,1
620,"RT @CLewandowski_ Cruz, Trump tied in WFAA Texas poll | https://t.co/DotzBVieWP https://t.co/aiIVofb4hk",0,0,1,2,0,0,1,2,0
621,"Does anyone know how Chinaês covering the U.S. Presidential election? Earlier they made it Bush v. Clinton, but that should bite the dust.",0,0,0,0,1,2,0,0,0
622,Bernie Sanders is about to face a do-or-die stretch to keep up with Hillary Clinton https://t.co/PpajbBypFX,1,2,0,0,1,2,0,0,0
623,"RT @democracynow .@lhfang: Pundits Praise Hillary Clinton On TV, Fail to Disclose Financial Ties to Campaign https://t.co/zWFO7kiHIh https://t.co/0pK28SGMbE",0,0,0,0,1,3,0,0,0
624,RT @JoA3411 This man's the real deal Ted Cruz Shuts Down Martha Raddatz's Cheap Gotcha on NorthKorea Breitbart https://t.co/Q4Lt8pSrLA via BreitbartNews,0,0,0,0,0,0,1,1,0
625,"RT @MSmithsonPB Super Tuesday polling for Sanders looks bleak 
https://t.co/XJQBpMcO8L",1,2,0,0,0,0,0,0,0
626,RT @TannersDad Ask me why? Democrats for Trump https://t.co/ahGai5lq7w and https://t.co/y7f1eYLuI0ó https://t.co/4KTjyq8Adm,0,0,1,2,0,0,0,0,0
627,@SydneyCadeWest They are throwing everything including the kitchen sink at Trump and he keeps rising. It 's surreal Cruz is desperate -,0,0,1,1,0,0,1,3,0
628,I still love New Hampshire and I always will: Hillary Clinton after her defeat to Bernie Sanders in #NHPrimary,1,2,0,0,1,2,0,0,0
629,"RT @kevinroose There's an Airbnb just for Bernie Sanders supporters, called BernieBNB. https://t.co/xnzAN9YeOY",1,2,0,0,0,0,0,0,0
630,Secret Service agent and photographer scuffle at Trump rally https://t.co/7KPqeKxOkl https://t.co/vY8EGfbO86,0,0,1,2,0,0,0,0,0
631,Trump or Sanders: can you tell who these voters support? _ video https://t.co/4On8Aw0fmA,1,2,1,2,0,0,0,0,0
632,RT @etecbill Bernie 2016 in a landslide! https://t.co/FQhMdrhyVi,1,1,0,0,0,0,0,0,0
633,Press Forbidden from Filming Hillary Boarding Private Plane... https://t.co/r0p0YkRajO,0,0,0,0,1,3,0,0,0
634,"RT @beneleo Real question is, will Trump drop McConnell like a hot rock? https://t.co/pYx3FIH8Gm",0,0,1,2,0,0,0,0,0
635,"RT @NickGass Clinton takes on Trump: 'America never stopped being great'
https://t.co/FUm53sM35H",0,0,1,2,1,2,0,0,0
636,Donald Trump Hopes to Follow Hillary Clintonês Lead in Nevada https://t.co/QwzamxO0Hw,0,0,1,2,1,1,0,0,0
637,"Clinton, Sanders Fight for African American Votes https://t.co/NAHYuf7o1k https://t.co/MilUWrPDUa",1,2,0,0,1,2,0,0,0
638,"RT @Occupocalypse No one who supports Clinton should claim to be on the side of LGBT, civil, human, or any type of rights.  https://t.co/ZDccLn1lnC",0,0,0,0,1,3,0,0,0
639,BREAKING: Rubio narrowly edges Cruz for second place in complete but unofficial SC GOP primary results,0,0,0,0,0,0,1,2,0
640,RT @AndreaTantaros I've been saying this for months. It's why they're all covering for her: Email scandal stretches far beyond Hillary https://t.co/FhmMsgRFb6,0,0,0,0,1,3,0,0,0
641,RNC: New Hampshire _shows how off course Hillary Clintonês coronation has gone” https://t.co/ffEmrM2v7a,0,0,0,0,1,3,0,0,0
642,"""I'm proud to say that Henry Kissinger is not my friend. I will not be taking advice from Kissinger."" - Bernie Sanders #DemDebate",1,2,0,0,0,0,0,0,0
643,"RT @Deanofcomedy Trump says he's a uniter- true, he plans to unite all different shades of white people versus Latinos, Muslims and Blacks",0,0,1,3,0,0,0,0,1
644,Trump surrogate banned from network for calling commentator «fat Negroê https://t.co/4MKF4u3g9o #p2,0,0,1,3,0,0,0,0,0
645,Death threats for posting a pic of Brady with Trump. Aren't Pats fans are the classiest?! https://t.co/uUJN39NeAC,0,0,1,2,0,0,0,0,1
646,@JanoskianForce for real but so are Hillary's,0,0,0,0,1,2,0,0,0
647,Trump's unwelcome support: White supremacists https://t.co/B2fPQuIQ5k,0,0,1,3,0,0,0,0,0
648,RT @RubinReport #NevadaCaucus tonight. Trump predicted to win in landslide. If there was ever a need for what happens in Vegas stays in Vegas this is it.,0,0,1,3,0,0,0,0,1
649,"RT @hunterschwarz Trump's the most searched candidate in every state in the country except New Hampshire, where it's Rubio, per Google https://t.co/2EzZ36hXz2",0,0,1,2,0,0,0,0,0
650,"RT @JaredWyand Tonight at Trump Clemson Rally ??

See even Muslims know Islam is the problem

#Trump2016 #SCPrimary https://t.co/jjsig1nVOZ",0,0,1,2,0,0,0,0,1
651,"RT @MashableNews .@ninaturner at Sanders rally taking swipe at Clinton: ""We are nobody's firewall!"" https://t.co/aKJYiciVNk",1,2,0,0,1,3,0,0,0
652,"@BuzzFeedNews Clinton: ""We are seeing the dark side of the remaining systemic racism that we have to root out in our society"" https://t.co/x0wqOYF9xO",0,0,0,0,1,2,0,0,0
653,"RT @YugeMilo #22Women: 22 Reasons to Consider Donald Trump 
READ: https://t.co/BftftH5dBS https://t.co/02s8VEOVrz",0,0,1,2,0,0,0,0,0
654,"RT @bayonnebernie GET PISSED, VOTE FOR BERNIE!  https://t.co/ct6npKij3M",1,1,0,0,0,0,0,0,0
655,RT @RameshPonnuru Hillary to young Sanders supporters: Turn to the dark side.,1,1,0,0,1,3,0,0,1
656,"Former top Dem official: ""Go f--- yourself, Bernie"" https://t.co/Y286hZsXAl https://t.co/8VTzAUvmDQ",1,2,0,0,0,0,0,0,0
657,RT @harlanjanet Everyone who thinks Trump is their guy needs to watch this!! Thank you Mr. Kristol for sharing! #MarcoRubio  https://t.co/7Mm8mYQXzM,0,0,1,3,0,0,0,0,0
658,"RT @jaynordlinger I sense that anti-Cruz people, from all camps, feel they must stop him NOW--or he's off to the races. They may well be right. Ted is ready.",0,0,0,0,0,0,1,1,0
659,RT @Libertea2012 Sanders and Clinton pitch for black and Latino votes in upcoming contests https://t.co/EGAkXSXe89 #UniteBlue https://t.co/Gpn0Ih2Y0s,1,2,0,0,1,2,0,0,0
660,"@DonaldJTrumpJr @JerryWact @concerningtimes Thank you Trump Sr.& Trump Jr. , We The People are supporting you both.",0,0,1,1,0,0,0,0,0
661,"RT @Mansstory2 TRUMP on Christianity ""We're going to protect it.""  #DTmag #TRUMPTRAIN @mansstory2 https://t.co/4sU1HH09bD",0,0,1,1,0,0,0,0,0
662,"Congresswoman steps down from DNC, endorses Bernie Sanders https://t.co/Q2kJKFxkCb #Decision2016 https://t.co/aUbquOb4Te",1,1,0,0,0,0,0,0,0
663,"RT @froomkin Party that pitched Sarah Palin for veep ""has no business wringing its hands about Donald Trump”   https://t.co/L0Iwu5dJhS",0,0,1,2,0,0,0,0,0
664,RT @newtgingrich This Chris Christie endorsement of Trump is real signal to GOP establishment that they had better begin thinking about Trump as the future,0,0,1,2,0,0,0,0,0
665,"@washingtonpost @RealBenCarson was UNFAIRLY TARGETTED, so CRUZ should RETURN those votes based on POLL numbers PRE-Caucus back to BEN.",0,0,0,0,0,0,1,3,0
666,"RT @SincerelyTumblr RT for puppy monkey baby, like for Donald Trump https://t.co/2mDuIyWF06",0,0,1,3,0,0,0,0,1
667,"RT @residentflea @PoliticsJim @Angelwings55sc #abcd4news Give Hillary a chance, She has her eye on the American public. https://t.co/Ui3ZE8Ofew",0,0,0,0,1,1,0,0,0
668,Why Donald Trump is a late-night comicês nightmare https://t.co/2h2aKn7YNl https://t.co/2BWfHrkbUe,0,0,1,3,0,0,0,0,0
669,#KCA #VoteJKT48ID redcloud5628: DanScavino so proud of Mr Trump & his family. Trump is exactly what this Country needs. We r the #TrumpArmyó,0,0,1,1,0,0,0,0,0
670,RT @jerrypane13 @DanScavino @realDonaldTrump @mitchellvii Sen. Sessions just backed Donald Trump on Mark levin show tonight!! https://t.co/XqjGBs8zh3,0,0,1,1,0,0,0,0,0
671,@Matthops82 HA!  Well there's no dispute Trump is not a conservative- Although I dont think it matters to his supporters,0,0,1,3,0,0,0,0,0
672,"""...is missing half of Donald Trump's appeal."" (3/3)",0,0,1,2,0,0,0,0,0
673,"I think it's funny to watch people jump on Hillary for defending herself. @BernieSanders is smearing her, straight up! #DemDebate",1,3,0,0,1,1,0,0,0
674,#TrumpFact Donnie Trump knows plants crave electrolytes.,0,0,1,2,0,0,0,0,1
675,I'm Brandon Robinson and I approve this message (Donald Trump voice)  https://t.co/lCGt4VYkkP,0,0,1,2,0,0,0,0,0
676,RT @SimonMaloy you know the stakes are big when one side is stating outright that politics must trump the Constitution https://t.co/j3isUq19Yn,0,0,0,0,0,0,0,0,0
677,#Evaluating Bernie Sanders' evaluators https://t.co/cTtObcWEEZ,1,2,0,0,0,0,0,0,0
678,@chrisrlloyd A little bit here. More searches for Cruz and Rubio over the last 2 days. https://t.co/anUR8CxK89,0,0,0,0,0,0,1,2,0
679,RT @anamariecox Letês just all pause to remember where we were when we first realized a Trump presidency might actually happen. https://t.co/xDQ0nMouGN,0,0,1,3,0,0,0,0,0
680,RT @nwarikoo It appears Trump campaign created spam accounts with Latino names who all tweeted exact same thing in past 2 minutes https://t.co/wHacPOK3qM,0,0,1,2,0,0,0,0,0
681,RT @BernieOnIssues Need a ride to caucus for Bernie? https://t.co/j0ksY0ZWpr #FeelTheBern #Bernie2016 #Nevada @NVforBernie,1,1,0,0,0,0,0,0,0
682,".@nikkihaley on @marcorbuio's criticisms of Trump: ""If a bully hits you, you hit back. I think Marco hit back."" #ThisWeek",0,0,1,3,0,0,0,0,0
683,RT @tommychong Bernie acts upon his beliefs where Hillary reacts to what gets applause.,1,1,0,0,1,3,0,0,0
684,"No, I rub elbows everyday with Trump supporters. The issue is whether anything he does can turn them off. Be fair. https://t.co/ldO6budKZg",0,0,1,2,0,0,0,0,0
685,@EmVandermeulen And it isn't my job to make Hillary look good and I have a voice in this election. I have a right to vote and I will vote,0,0,0,0,1,2,0,0,0
686,"RT @tomlobianco ""Sec Clinton, you're not in the White House yet"" @BernieSanders ooohs from crowd #DemDebate",1,1,0,0,1,2,0,0,0
687,Hillary Clinton was asked why Goldman paid her $675K for 3 speeches. Her answer wasn't great https://t.co/3EXeC2dT2b https://t.co/BNz6SgBZQi,0,0,0,0,1,3,0,0,0
688,"Poll: Clinton, Sanders in a dead heat for Nevada #heat #Clinton #stats #training #fitness https://t.co/OZx6ZuqlQV",1,2,0,0,1,2,0,0,0
689,@joseluis4360 Support #Hillary as she heads to the primaries here!: https://t.co/bQgnkVq6Jp,0,0,0,0,1,1,0,0,0
690,How Cornel West hurts Bernie Sanders. https://t.co/vMGVDyQkr3,1,2,0,0,0,0,0,0,0
691,RT @jbarro There is no way Bill Kristol is privy to the inner workings of the Trump campaign. https://t.co/vK7PSoIO70,0,0,1,2,0,0,0,0,0
692,RT @KatrinaNation /Half foreign policy experts signing Clinton's anti-Sanders letter have ties to military contractors https://t.co/i1lyJYJ14V,1,2,0,0,1,3,0,0,0
693,Please enjoy this totally rational response to my non-existent endorsement of Hillary Clinton. https://t.co/gJv9708ypu,0,0,0,0,1,2,0,0,1
694,RT @Jeff_Bernstein What Would Sanders Do? An Analysis of His Proposals https://t.co/qBKEF7IFC5 via @truthout,1,2,0,0,0,0,0,0,0
695,"RT @Opter_ Fav for Hillary Clinton
RT for Leslie Knope http://t.co/pvMNwAevpq",0,0,0,0,1,2,0,0,0
696,RT @speechboy71 Does Sanders understand that Dodd/Frank creates a mechanism for breaking up big banks?,1,3,0,0,0,0,0,0,0
697,"RT @jaketapper Jeb Bush tells @DanaBashCNN Trump's ""Christianity is between he and his creator. I donêt think we need to discuss that”",0,0,1,2,0,0,0,0,0
698,"""Here's what I promise: I will work harder than anyone to actually make the changes that make your lives better."" - Clinton #Decision2016",0,0,0,0,1,1,0,0,0
699,RT @Ricky_Vaughn99 Why Ted Cruzês Facial Expression Makes Me Uneasy https://t.co/nmZLUXcNvQ https://t.co/F0cn6K4twf,0,0,0,0,0,0,1,3,0
700,"RT @JenniferJJacobs The missing Democratic votes are now logged, making the score in the Iowa caucuses:
Clinton: 699.57
Sanders: 697.77
#iacaucus",1,2,0,0,1,2,0,0,0
701,@jrobertson101 @lonewolfwriting @AmateurPolSc @Mom4Marco Both Rubio and Cruz need to open up on Trump.,0,0,1,3,0,0,1,2,0
702,"RT @Empanada0207 After @joanwalsh wrote that amazing Hillary article, it's a full time job reading all the nasty tweets. Ironically, some proving her point.",0,0,0,0,1,1,0,0,0
703,RT @JamilSmith Bernie Sanders questioned President Obamaês leadership in a new interview with @kasie. https://t.co/bdNrVXkDAt,1,2,0,0,0,0,0,0,0
704,RT @Dbargen Waiting for #Hillary via @WBVT_98FM #OhHillNo #TCOT #LNYHBT #TGDN #Hillary2016 #HillaryForPrison https://t.co/MhQ5gSIcnX,0,0,0,0,1,3,0,0,0
705,Bernie Sanderês campaign just released a video that will give you goosebumps https://t.co/8LTxGu1ja9 via @MatadorNetwork,1,1,0,0,0,0,0,0,0
706,"Want real change, Colorado? Caucus for Bernie on Super Tuesday. 
https://t.co/O6A5qGL39y",1,1,0,0,0,0,0,0,0
707,Nice little chill day with the homies out in Santa Cruz. Sometimes you need to take in natureó https://t.co/0mPyv13PiG,0,0,0,0,0,0,0,0,0
708,"RT @mj_lee Carson on running against Hillary or Bernie: ""I would relish running against either one of them. It would not be a problem."" #GOPTownHall",1,2,0,0,1,2,0,0,0
709,@charlescrapo You're voting for Space-Trump aren't you?,0,0,1,2,0,0,0,0,1
710,@DailyMailCeleb why is your newspaper so anti Hillary and why for goodness sakes do you'll constantly go on about the kartrasians their fake,0,0,0,0,1,2,0,0,0
711,@realDonaldTrump @EricTrump @DonaldJTrumpJr @trump remember I told you in a tweet JEB used eminent domain in Florida? ..You're Welcome! tcot,0,0,1,2,0,0,0,0,0
712,RT @TPM NY Daily News cover features Trump's latest supporters: The Ku Klux Klan  https://t.co/UB1lgpRUnI https://t.co/EeHHUyweqf,0,0,1,3,0,0,0,0,0
713,"Here's Why Trump Says He Can't 'Unequivocally Condemn' David Duke, KKK Endorsement - https://t.co/JtjDCxSIPQ https://t.co/Bc7zq2juGg",0,0,1,3,0,0,0,0,0
714,"Bernie Sanders Took Money From Big Lobbying Groups, Returned Corporate PAC Donations https://t.co/LtVZJT2JJ2",1,3,0,0,0,0,0,0,0
715,BERNIE: It's 'beyond comprehension that Lloyd Blankfein would lecture our campaign' https://t.co/qbxAsSIqSN,1,2,0,0,0,0,0,0,0
716,RT @LJKawa Ted Cruz also the only one of the top three candidates who was born in the oil patch. https://t.co/YmRQYSS1aS,0,0,0,0,0,0,1,2,0
717,RT @thehill JUST IN: Sanders: «I am Larry Davidê | WATCH: https://t.co/SIb1hbiZ05 #DemTownHall https://t.co/aWf9zyx1db,1,2,0,0,0,0,0,0,0
718,"@JoeConason really $ 250,000 for a speech..the same people she gives speeches to also donate to Democrat party and Clinton foundation FYI",0,0,0,0,1,2,0,0,0
719,RT @RayHeard Woman who accused Bill Clinton of assault to campaign against Hillary presidential run https://t.co/SqYyIT8yaD via @Reuters,0,0,0,0,1,2,0,0,0
720,@MottdeWitt doubtful.  They are real conservatives. Trump is a moderate bigot.,0,0,1,3,0,0,0,0,0
721,RT @SacksClark @realDonaldTrump Hear me #GOP: I'm voting Trump even if he's not the #RNC candidate.  https://t.co/kC8zTzQxwE,0,0,1,1,0,0,0,0,0
722,"RT @MAHAMOSA 170 Top Economists «Feel The Bern,ê Endorse Bernie Sandersê Wall Street Reform Plan https://t.co/8M9Lv6Zzhk #LasVegas #Charleston #Atlanta",1,1,0,0,0,0,0,0,0
723,"What can conservatives lose with a Trump nomination? Everything, @michaelbd says: https://t.co/vZoK1BzVIa https://t.co/TwHcrmaPJY",0,0,1,3,0,0,0,0,0
724,"Debate another chance for Rubio, Cruz to try to slow Trump https://t.co/mTeAl9S2v2",0,0,1,2,0,0,1,2,0
725,Bernieês spring break blues https://t.co/LHoAUb61yR | Getty https://t.co/fQMNqZmBlu,1,2,0,0,0,0,0,0,0
726,"@MyTreeLife The most significant oppression of any American now - women, blacks, anyone -- is economic. And Bernie is the one who nails that",1,1,0,0,0,0,0,0,0
727,"RT @RonicaCleary ""I'm not gonna use this opportunity to savage the reputation of Senator Ted Cruz."" @RealBenCarson #GOPDebate @fox5dc",0,0,0,0,0,0,1,2,0
728,@NRO Bush will stay till Florida. Trump will win then Bush will withdraw.,0,0,1,2,0,0,0,0,0
